13-2,th,L,L,L,L,L,L,L,L,L,L,L,F,F,F,F,U,U,U,U,U,U,U,U,U
14-2,th,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U
15-2,th,U,U,U,U,U,U,U,U,U,U,U,R,R,R,R,R,R,R,R,R,R,R,R,R
16-2,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
17-2,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,W,W,W,W,W
18-2,th,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
19-2,th,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,L,L
20-2,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
21-2,st,L,L,L,L,L,L,L,L,L,L,L,L,L,L,F,F,F,F,F,F,F,F,F,F
22-2,nd,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
23-2,rd,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
24-2,th,F,F,U,U,U,U,U,U,U,U,R,R,R,R,R,R,R,R,R,R,R,R,R,R
25-2,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
26-2,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,W,W,W,W,W
27-2,th,W,W,W,W,W,W,W,W,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
28-2,th,R,R,R,R,R,R,R,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
29-2,th,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,L,L,L,L
1-3,st,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
2-3,nd,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
3-3,rd,L,L,L,L,L,L,L,L,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
4-3,th,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
5-3,th,F,F,F,F,F,F,F,F,F,F,F,F,F,F,R,R,R,R,R,R,R,R,R,R
6-3,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
7-3,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,W,W,W,W,W,W,W,W,W,W
8-3,th,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
9-3,th,U,U,U,U,U,U,U,U,U,U,U,L,L,L,L,L,L,L,L,U,U,U,U,U
10-3,th,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,L,L,L,L
11-3,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,F,F,F,F,F
12-3,th,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
13-3,th,F,F,F,F,F,F,F,F,F,F,F,R,R,R,R,R,R,R,R,R,R,R,R,R
14-3,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
15-3,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
16-3,th,R,W,W,W,W,W,W,W,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
17-3,th,F,F,F,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
18-3,th,W,W,W,W,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
19-3,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,F,F,F,F
20-3,th,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
21-3,st,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
22-3,nd,F,F,F,F,F,F,F,F,F,U,U,U,U,U,U,U,U,R,R,R,R,R,R,R
23-3,rd,R,R,R,R,R,R,R,R,R,U,U,U,U,U,U,U,U,U,U,U,U,R,R,R
24-3,th,R,R,R,R,R,R,R,R,R,R,R,R,R,L,L,L,L,L,L,L,L,L,L,L
25-3,th,L,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U
26-3,th,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U
27-3,th,U,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
28-3,th,W,W,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
29-3,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
30-3,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,F,F,F,F,F,F,F,F
31-3,st,F,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U
1-4,st,U,U,U,U,U,U,U,U,U,U,U,U,U,U,F,F,F,F,F,F,F,F,F,F
2-4,nd,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
3-4,rd,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
4-4,th,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
5-4,th,W,W,W,W,L,L,L,L,L,L,L,L,L,L,U,U,U,U,U,U,U,U,L,L
6-4,th,L,L,L,L,L,L,U,U,U,U,U,L,L,L,L,L,L,L,L,L,L,L,L,L
7-4,th,L,L,L,L,L,L,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U
8-4,th,U,U,U,U,U,U,U,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
9-4,th,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,R,R,R,R
10-4,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
11-4,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
12-4,th,R,R,R,R,R,R,R,R,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
13-4,th,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
14-4,th,W,W,W,W,W,W,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,L
15-4,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
16-4,th,L,L,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
17-4,th,S,S,S,S,S,S,S,S,S,S,S,S,S,S,F,F,F,F,F,F,F,F,F,F
18-4,th,F,F,F,F,F,F,F,F,L,L,L,L,L,L,U,U,U,U,U,U,U,U,U,R
19-4,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
20-4,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
21-4,st,R,R,R,R,R,R,R,R,W,W,W,W,W,W,W,W,W,W,W,W,R,R,R,R
22-4,nd,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,W,W,W,W
23-4,rd,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
24-4,th,W,W,W,W,W,W,W,W,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
25-4,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
26-4,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,F
27-4,th,F,F,F,F,F,F,F,F,F,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U
28-4,th,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U
29-4,th,U,U,U,U,U,U,U,U,U,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
30-4,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
1-5,st,R,R,R,R,R,R,R,R,R,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
2-5,nd,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,U,U
3-5,rd,U,U,U,U,U,U,F,F,F,F,F,F,L,L,L,L,L,L,L,L,L,L,L,L
4-5,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
5-5,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,U,U,U,U,U,U,U,U
6-5,th,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,F,F,F,F,F,F,F
7-5,th,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,R,R,R,R,R,R,R
8-5,th,R,R,R,R,R,R,R,R,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U
9-5,th,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,W,W,W,W
10-5,th,W,W,W,W,W,W,W,W,W,W,W,W,F,F,F,F,F,F,F,F,F,F,F,W
11-5,th,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,L,L,L,L,L,L
12-5,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,F,F,F,F,F,F,F
13-5,th,F,F,F,F,F,F,F,F,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
14-5,th,S,S,S,S,S,S,S,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
15-5,th,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,U,U,U,U,U,U,U
16-5,th,U,F,F,F,F,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
17-5,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
18-5,th,R,R,R,R,R,R,R,R,R,R,R,R,R,W,W,W,W,W,W,W,W,W,W,W
19-5,th,W,W,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
20-5,th,R,R,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
21-5,st,W,W,W,W,W,W,W,W,W,W,W,W,W,W,L,L,L,L,L,L,L,L,L,L
22-5,nd,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
23-5,rd,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
24-5,th,L,L,L,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
25-5,th,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
26-5,th,F,F,F,F,F,F,F,F,F,F,F,F,R,R,R,R,R,R,R,R,R,R,R,R
27-5,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
28-5,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,W,W,W,W,W,W,W,W,W
29-5,th,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
30-5,th,W,U,U,U,U,U,U,U,U,U,U,L,L,L,L,L,F,F,F,F,F,F,F,F
31-5,st,F,F,F,F,F,F,F,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
1-6,st,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
2-6,nd,L,L,L,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,U
3-6,rd,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,R
4-6,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
5-6,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,U,U,U,U,U
6-6,th,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U
7-6,th,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,W,W,W,W,W,W,W,W,W
8-6,th,W,W,W,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
9-6,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,F,F,F,F,F,F,F
10-6,th,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
11-6,th,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,U,U,U,U,U
12-6,th,U,U,U,F,F,F,F,F,F,F,F,F,R,R,R,R,R,R,R,R,R,R,R,R
13-6,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
14-6,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
15-6,th,R,R,R,W,W,W,W,W,W,W,W,W,W,W,W,W,R,R,R,R,R,R,R,R
16-6,th,R,R,R,R,R,R,R,R,R,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
17-6,th,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,L,L,L
18-6,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
19-6,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
20-6,th,L,L,L,L,L,L,L,L,L,L,F,F,F,F,F,F,F,F,F,F,F,F,F,F
21-6,st,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
22-6,nd,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,R,R,R,R,R,R
23-6,rd,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
24-6,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,W,W,W
25-6,th,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,U,U
26-6,th,U,U,U,U,U,U,U,U,U,U,F,F,F,F,F,F,F,L,L,L,L,L,L,L
27-6,th,L,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U
28-6,th,U,U,U,U,U,U,U,U,U,U,U,U,U,U,L,L,L,L,L,L,L,L,L,L
29-6,th,L,L,L,L,L,L,L,L,L,L,F,F,F,F,F,F,F,F,F,F,F,F,F,F
30-6,th,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,U,U,U,U,U
1-7,st,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,R,R,R,R
2-7,nd,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
3-7,rd,R,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
4-7,th,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
5-7,th,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,L,L,L,L,L,L,L
6-7,th,L,L,L,L,L,L,L,L,L,L,L,L,L,W,W,W,W,W,W,W,W,W,W,W
7-7,th,W,W,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
8-7,th,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,U
9-7,th,U,U,U,U,U,U,F,F,F,U,U,U,U,F,F,F,F,F,F,F,R,R,R,R
10-7,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,W,W,W,W,W,W,W,W
11-7,th,W,W,W,W,W,W,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
12-7,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,W,W,W
13-7,th,W,W,W,W,W,W,W,W,W,W,R,R,R,R,R,R,R,W,W,W,W,W,W,W
14-7,th,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
15-7,th,W,W,W,W,W,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
16-7,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,W,W,W,W,W,W
17-7,th,W,W,W,W,W,W,W,W,L,L,L,L,L,L,L,L,L,F,F,F,F,F,F,F
18-7,th,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,L,L,L
19-7,th,L,L,L,L,L,L,L,L,L,L,L,F,F,F,F,F,F,F,F,F,F,F,F,F
20-7,th,F,R,R,R,R,R,R,L,L,L,L,L,L,L,L,L,L,L,R,R,R,R,R,R
21-7,st,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
22-7,nd,R,R,R,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
23-7,rd,W,W,W,U,U,U,U,U,U,U,U,U,W,W,W,W,W,W,W,W,W,W,W,L
24-7,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
25-7,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
26-7,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,F,F,F,F,F,F,F,F,F
27-7,th,F,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U
28-7,th,U,F,F,F,F,F,F,F,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
29-7,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
30-7,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,W,W,W
31-7,st,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
1-8,st,W,W,W,W,W,W,W,W,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
2-8,nd,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
3-8,rd,L,L,L,L,L,L,L,L,L,L,L,F,F,F,F,F,F,F,F,F,F,F,F,F
4-8,th,F,F,F,F,F,F,F,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U
5-8,th,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,F,F,F,F
6-8,th,F,U,U,U,U,U,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
7-8,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
8-8,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
9-8,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,W,W,W,W,W,W,W,W,W
10-8,th,W,W,W,W,W,W,W,W,W,W,W,W,W,W,F,F,F,F,F,F,F,F,F,F
11-8,th,F,F,F,F,W,W,W,W,W,W,W,W,W,L,L,L,L,L,L,L,L,L,L,L
12-8,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
13-8,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
14-8,th,L,L,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
15-8,th,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
16-8,th,F,F,F,F,F,F,F,F,F,F,R,R,R,R,R,R,R,R,R,R,R,R,R,R
17-8,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,F,F,F,F
18-8,th,F,F,F,F,F,F,F,R,R,R,R,W,W,W,W,W,W,W,W,W,W,W,W,W
19-8,th,W,W,W,W,W,W,W,W,W,U,U,U,U,U,U,U,U,U,W,W,W,W,W,W
20-8,th,W,W,W,W,W,W,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
21-8,st,L,L,L,L,L,L,L,L,L,L,L,L,L,L,U,U,U,U,U,U,U,U,U,U
22-8,nd,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,L,L,L,L,L,L,F,F,F
23-8,rd,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
24-8,th,F,F,F,F,F,F,F,F,F,F,F,F,F,R,R,R,R,R,R,R,R,R,R,R
25-8,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
26-8,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
27-8,th,R,R,R,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
28-8,th,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
29-8,th,W,W,W,W,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
30-8,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,F,F,F,F,F
31-8,st,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1-9,st,F,F,F,F,F,F,U,U,U,U,U,U,U,U,U,U,U,U,U,U,F,F,F,F
2-9,nd,F,F,F,F,F,F,F,F,F,F,F,F,F,R,R,R,R,R,R,R,U,U,U,U
3-9,rd,U,R,R,R,R,R,R,R,R,R,U,U,U,U,U,R,R,R,R,R,R,R,R,R
4-9,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
5-9,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
6-9,th,R,R,R,R,R,R,R,R,W,W,W,W,W,W,W,W,W,W,W,W,F,F,F,F
7-9,th,F,F,F,F,F,F,F,F,F,F,W,W,W,W,W,W,W,W,W,W,W,L,L,L
8-9,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
9-9,th,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
10-9,th,L,L,L,L,L,L,L,L,L,L,L,F,F,F,F,F,F,F,F,F,F,F,F,F
11-9,th,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
12-9,th,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,R,R,R,R,R
13-9,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
14-9,th,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,W,W,W
